Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position
forget-me-not-unlined-balconette-bra,,,,,,,Size,L,FOR-001-L,shopify,100,deny,manual,3500,TRUE,TRUE,,
forget-me-not-unlined-balconette-bra,,,,,,,Size,XL,FOR-001-XL,shopify,100,deny,manual,3500,TRUE,TRUE,,
forget-me-not-unlined-balconette-bra,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Romantic/Forget%20Me%20Not%20Unlined%20Balconette%20Bra/260204_SYRN_L2_LoveMeNot_MFR_0005.webp,1
forget-me-not-unlined-balconette-bra,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Romantic/Forget%20Me%20Not%20Unlined%20Balconette%20Bra/260217_SYRN_L11_DewMe_MFR_0028.webp,2
forget-me-not-unlined-balconette-bra,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Romantic/Forget%20Me%20Not%20Unlined%20Balconette%20Bra/ECOM_PR_SY-SB-10002_PIB_FRONT_SHOT1_2X3_M83G0.webp,3
forget-me-not-unlined-balconette-bra,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Romantic/Forget%20Me%20Not%20Unlined%20Balconette%20Bra/ECOM_RM_SOWK_08_SY-SB-10002_SY-PI-10018_BNP_BODY_BK_MO_SHOT01_XQFMS.webp,4
forget-me-not-unlined-balconette-bra,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Romantic/Forget%20Me%20Not%20Unlined%20Balconette%20Bra/Unlined_balonette_2-1.webp,5
forget-me-not-unlined-balconette-bra,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Romantic/Forget%20Me%20Not%20Unlined%20Balconette%20Bra/hf_20260713_075301_647efb66-492f-447e-a020-b2cb5a2a29a7.webp,6
forget-me-not-unlined-balconette-bra,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Romantic/Forget%20Me%20Not%20Unlined%20Balconette%20Bra/hf_20260713_084031_0d74fd69-2afe-4bc6-9f7f-c1201997ff00.webp,7
forget-me-not-unlined-balconette-bra,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Romantic/Forget%20Me%20Not%20Unlined%20Balconette%20Bra/hf_20260713_085635_90746bcc-cc34-48ba-b4f0-b01d227c12ce.webp,8
sweetest-lil'-thing-mid-rise-thong,Sweetest Lil' Thing Mid Rise Thong,A beautifully crafted piece for your everyday essential. Join the waitlist for exclusive access.,PYNCH,panties,"Mood:Ishq,Material:Premium Lace & Organic Cotton",TRUE,Size,XS,SWE-001-XS,shopify,100,deny,manual,3500,TRUE,TRUE,,
sweetest-lil'-thing-mid-rise-thong,,,,,,,Size,S,SWE-001-S,shopify,100,deny,manual,3500,TRUE,TRUE,,
sweetest-lil'-thing-mid-rise-thong,,,,,,,Size,M,SWE-001-M,shopify,100,deny,manual,3500,TRUE,TRUE,,
sweetest-lil'-thing-mid-rise-thong,,,,,,,Size,L,SWE-001-L,shopify,100,deny,manual,3500,TRUE,TRUE,,
sweetest-lil'-thing-mid-rise-thong,,,,,,,Size,XL,SWE-001-XL,shopify,100,deny,manual,3500,TRUE,TRUE,,
sweetest-lil'-thing-mid-rise-thong,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Romantic/Sweetest%20Lil%27%20Thing%20Mid%20Rise%20Thong/010425_SYRN_Look9_PillowFight_1601.webp,1
sweetest-lil'-thing-mid-rise-thong,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Romantic/Sweetest%20Lil%27%20Thing%20Mid%20Rise%20Thong/ECOM_PR_SY-PI-10011_FPF_FRONT_SHOT1_2X3_WYAK4_1.webp,2
sweetest-lil'-thing-mid-rise-thong,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Romantic/Sweetest%20Lil%27%20Thing%20Mid%20Rise%20Thong/ECOM_RM_SOWK_09_SY-PI-10011_SY-SB-10016_ADF_BODY_FR_IC_SHOT01_68XZ9.webp,3
sweetest-lil'-thing-mid-rise-thong,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Romantic/Sweetest%20Lil%27%20Thing%20Mid%20Rise%20Thong/ECOM_RM_SOWK_09_SY-PI-10011_SY-SB-10016_BNP_BODY_BK_MO_SHOT01_LS8T4.webp,4
sweetest-lil'-thing-mid-rise-thong,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Romantic/Sweetest%20Lil%27%20Thing%20Mid%20Rise%20Thong/hf_20260713_090633_3c87ffc5-5cc8-4dca-a3d7-7e76a99bafda.webp,5
the-starlet-halter-unlined-plunge-bra,The Starlet Halter Unlined Plunge Bra,A beautifully crafted piece for your everyday essential. Join the waitlist for exclusive access.,PYNCH,bras,"Mood:Ishq,Material:Premium Lace & Organic Cotton",TRUE,Size,XS,THE-001-XS,shopify,100,deny,manual,3500,TRUE,TRUE,,
the-starlet-halter-unlined-plunge-bra,,,,,,,Size,S,THE-001-S,shopify,100,deny,manual,3500,TRUE,TRUE,,
the-starlet-halter-unlined-plunge-bra,,,,,,,Size,M,THE-001-M,shopify,100,deny,manual,3500,TRUE,TRUE,,
the-starlet-halter-unlined-plunge-bra,,,,,,,Size,L,THE-001-L,shopify,100,deny,manual,3500,TRUE,TRUE,,
the-starlet-halter-unlined-plunge-bra,,,,,,,Size,XL,THE-001-XL,shopify,100,deny,manual,3500,TRUE,TRUE,,
the-starlet-halter-unlined-plunge-bra,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Romantic/The%20Starlet%20Halter%20Unlined%20Plunge%20Bra/10048_PWF_FRONT.webp,1
the-starlet-halter-unlined-plunge-bra,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Romantic/The%20Starlet%20Halter%20Unlined%20Plunge%20Bra/ECOM_SD_SSPRING_02_SY-SB-10048_PWF_TOP_BK_MO_SHOT01_C565T.webp,2
the-starlet-halter-unlined-plunge-bra,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Romantic/The%20Starlet%20Halter%20Unlined%20Plunge%20Bra/hf_20260713_095856_524f89a5-1219-4f19-a8ca-df3366d54fb0.webp,3
the-starlet-halter-unlined-plunge-bra,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Romantic/The%20Starlet%20Halter%20Unlined%20Plunge%20Bra/hf_20260713_100057_e1e70a36-660e-49ad-944f-84548db30424.webp,4
the-starlet-halter-unlined-plunge-bra,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Romantic/The%20Starlet%20Halter%20Unlined%20Plunge%20Bra/hf_20260713_100346_95eb4c18-3925-4ad9-b10a-8f83eb5cfd4f.webp,5
the-starlet-halter-unlined-plunge-bra,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Romantic/The%20Starlet%20Halter%20Unlined%20Plunge%20Bra/hf_20260713_100406_2de652bc-af46-4f57-b0b4-119c5ea24ef5.webp,6
2851,2851,A beautifully crafted piece for your everyday essential. Join the waitlist for exclusive access.,PYNCH,bras,"Mood:Ishq,Material:Premium Lace & Organic Cotton",TRUE,Size,XS,285-001-XS,shopify,100,deny,manual,3500,TRUE,TRUE,,
2851,,,,,,,Size,S,285-001-S,shopify,100,deny,manual,3500,TRUE,TRUE,,
2851,,,,,,,Size,M,285-001-M,shopify,100,deny,manual,3500,TRUE,TRUE,,
2851,,,,,,,Size,L,285-001-L,shopify,100,deny,manual,3500,TRUE,TRUE,,
2851,,,,,,,Size,XL,285-001-XL,shopify,100,deny,manual,3500,TRUE,TRUE,,
2876,2876,A beautifully crafted piece for your everyday essential. Join the waitlist for exclusive access.,PYNCH,bras,"Mood:Ishq,Material:Premium Lace & Organic Cotton",TRUE,Size,XS,287-001-XS,shopify,100,deny,manual,3500,TRUE,TRUE,,
2876,,,,,,,Size,S,287-001-S,shopify,100,deny,manual,3500,TRUE,TRUE,,
2876,,,,,,,Size,M,287-001-M,shopify,100,deny,manual,3500,TRUE,TRUE,,
2876,,,,,,,Size,L,287-001-L,shopify,100,deny,manual,3500,TRUE,TRUE,,
2876,,,,,,,Size,XL,287-001-XL,shopify,100,deny,manual,3500,TRUE,TRUE,,
8810,8810,A beautifully crafted piece for your everyday essential. Join the waitlist for exclusive access.,PYNCH,bras,"Mood:Ishq,Material:Premium Lace & Organic Cotton",TRUE,Size,XS,881-001-XS,shopify,100,deny,manual,3500,TRUE,TRUE,,
8810,,,,,,,Size,S,881-001-S,shopify,100,deny,manual,3500,TRUE,TRUE,,
8810,,,,,,,Size,M,881-001-M,shopify,100,deny,manual,3500,TRUE,TRUE,,
8810,,,,,,,Size,L,881-001-L,shopify,100,deny,manual,3500,TRUE,TRUE,,
8810,,,,,,,Size,XL,881-001-XL,shopify,100,deny,manual,3500,TRUE,TRUE,,
8826,8826,A beautifully crafted piece for your everyday essential. Join the waitlist for exclusive access.,PYNCH,bras,"Mood:Ishq,Material:Premium Lace & Organic Cotton",TRUE,Size,XS,882-001-XS,shopify,100,deny,manual,3500,TRUE,TRUE,,
8826,,,,,,,Size,S,882-001-S,shopify,100,deny,manual,3500,TRUE,TRUE,,
8826,,,,,,,Size,M,882-001-M,shopify,100,deny,manual,3500,TRUE,TRUE,,
8826,,,,,,,Size,L,882-001-L,shopify,100,deny,manual,3500,TRUE,TRUE,,
8826,,,,,,,Size,XL,882-001-XL,shopify,100,deny,manual,3500,TRUE,TRUE,,
9350,9350,A beautifully crafted piece for your everyday essential. Join the waitlist for exclusive access.,PYNCH,bras,"Mood:Ishq,Material:Premium Lace & Organic Cotton",TRUE,Size,XS,935-001-XS,shopify,100,deny,manual,3500,TRUE,TRUE,,
9350,,,,,,,Size,S,935-001-S,shopify,100,deny,manual,3500,TRUE,TRUE,,
9350,,,,,,,Size,M,935-001-M,shopify,100,deny,manual,3500,TRUE,TRUE,,
9350,,,,,,,Size,L,935-001-L,shopify,100,deny,manual,3500,TRUE,TRUE,,
9350,,,,,,,Size,XL,935-001-XL,shopify,100,deny,manual,3500,TRUE,TRUE,,
2867,2867,A beautifully crafted piece for your everyday essential. Join the waitlist for exclusive access.,PYNCH,bras,"Mood:Ishq,Material:Premium Lace & Organic Cotton",TRUE,Size,XS,286-001-XS,shopify,100,deny,manual,3500,TRUE,TRUE,,
2867,,,,,,,Size,S,286-001-S,shopify,100,deny,manual,3500,TRUE,TRUE,,
2867,,,,,,,Size,M,286-001-M,shopify,100,deny,manual,3500,TRUE,TRUE,,
2867,,,,,,,Size,L,286-001-L,shopify,100,deny,manual,3500,TRUE,TRUE,,
2867,,,,,,,Size,XL,286-001-XL,shopify,100,deny,manual,3500,TRUE,TRUE,,
string-you-along-low-rise-lace-thong,String You Along Low Rise Lace Thong,A beautifully crafted piece for your everyday essential. Join the waitlist for exclusive access.,PYNCH,panties,"Mood:Aarambh,Material:Premium Lace & Organic Cotton",TRUE,Size,XS,STR-001-XS,shopify,100,deny,manual,3500,TRUE,TRUE,,
string-you-along-low-rise-lace-thong,,,,,,,Size,S,STR-001-S,shopify,100,deny,manual,3500,TRUE,TRUE,,
string-you-along-low-rise-lace-thong,,,,,,,Size,M,STR-001-M,shopify,100,deny,manual,3500,TRUE,TRUE,,
string-you-along-low-rise-lace-thong,,,,,,,Size,L,STR-001-L,shopify,100,deny,manual,3500,TRUE,TRUE,,
string-you-along-low-rise-lace-thong,,,,,,,Size,XL,STR-001-XL,shopify,100,deny,manual,3500,TRUE,TRUE,,
string-you-along-low-rise-lace-thong,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Seductress/String%20You%20Along%20Low%20Rise%20Lace%20Thong/ECOM_PR_SY-PI-10004_PWF_FRONT_SHOT00_2x3_KEB7E_8ec83080-553b-4436-876d-8fdb6384f6f5.webp,1
string-you-along-low-rise-lace-thong,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Seductress/String%20You%20Along%20Low%20Rise%20Lace%20Thong/ECOM_SD_AATA_07_SY-NS-10013_SY-PI-10004_PWF_BODY_FR_KD_SHOT01_HN542.webp,2
string-you-along-low-rise-lace-thong,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Seductress/String%20You%20Along%20Low%20Rise%20Lace%20Thong/ECOM_SD_AATA_08_SY-PI-10004_BAM_BODY_BK_MO_SHOT02_W80YW.webp,3
string-you-along-low-rise-lace-thong,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Seductress/String%20You%20Along%20Low%20Rise%20Lace%20Thong/hf_20260713_100406_2de652bc-af46-4f57-b0b4-119c5ea24ef5.webp,4
string-you-along-low-rise-lace-thong,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Seductress/String%20You%20Along%20Low%20Rise%20Lace%20Thong/hf_20260713_163158_2283bfb8-5a8e-40b3-bc09-15fb1d4de7d8.webp,5
string-you-along-low-rise-lace-thong,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Seductress/String%20You%20Along%20Low%20Rise%20Lace%20Thong/hf_20260713_163237_53d8bc01-f5a2-424b-ab78-053c08b6590b.webp,6
string-you-along-low-rise-lace-thong,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Seductress/String%20You%20Along%20Low%20Rise%20Lace%20Thong/hf_20260713_163730_30aedcfb-d188-4305-bcad-c914a20413c9.webp,7
string-you-along-low-rise-lace-thong,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Seductress/String%20You%20Along%20Low%20Rise%20Lace%20Thong/hf_20260713_164617_36e95bf5-a9b2-49cb-aad4-2af447f9a8bd.webp,8
the-seduction-lightly-lined-plunge-bra,The Seduction Lightly Lined Plunge Bra,A beautifully crafted piece for your everyday essential. Join the waitlist for exclusive access.,PYNCH,bras,"Mood:Aarambh,Material:Premium Lace & Organic Cotton",TRUE,Size,XS,THE-001-XS,shopify,100,deny,manual,3500,TRUE,TRUE,,
the-seduction-lightly-lined-plunge-bra,,,,,,,Size,S,THE-001-S,shopify,100,deny,manual,3500,TRUE,TRUE,,
the-seduction-lightly-lined-plunge-bra,,,,,,,Size,M,THE-001-M,shopify,100,deny,manual,3500,TRUE,TRUE,,
the-seduction-lightly-lined-plunge-bra,,,,,,,Size,L,THE-001-L,shopify,100,deny,manual,3500,TRUE,TRUE,,
the-seduction-lightly-lined-plunge-bra,,,,,,,Size,XL,THE-001-XL,shopify,100,deny,manual,3500,TRUE,TRUE,,
the-seduction-lightly-lined-plunge-bra,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Seductress/The%20Seduction%20Lightly%20Lined%20Plunge%20Bra/ECOM_PR_SY-SB-10006_BIT_BACK_SHOT01_2x3_1S5PP.webp,1
the-seduction-lightly-lined-plunge-bra,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Seductress/The%20Seduction%20Lightly%20Lined%20Plunge%20Bra/hf_20260713_165047_b7709bcc-840f-48e9-aa85-84a94b759967.webp,2
the-seduction-lightly-lined-plunge-bra,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Seductress/The%20Seduction%20Lightly%20Lined%20Plunge%20Bra/hf_20260713_165115_51d1ded5-c00b-4243-8216-3085303fe0ca.webp,3
the-seduction-lightly-lined-plunge-bra,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Seductress/The%20Seduction%20Lightly%20Lined%20Plunge%20Bra/hf_20260714_090322_90fc4615-fcc2-4ff5-99cf-db3d3cfbc115.webp,4
the-seduction-lightly-lined-plunge-bra,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Seductress/The%20Seduction%20Lightly%20Lined%20Plunge%20Bra/hf_20260714_091116_716a5368-f0f3-4a35-a324-79524e0b98d7.webp,5
the-show-off-unlined-plunge-bra,The Show Off Unlined Plunge Bra,A beautifully crafted piece for your everyday essential. Join the waitlist for exclusive access.,PYNCH,bras,"Mood:Aarambh,Material:Premium Lace & Organic Cotton",TRUE,Size,XS,THE-001-XS,shopify,100,deny,manual,3500,TRUE,TRUE,,
the-show-off-unlined-plunge-bra,,,,,,,Size,S,THE-001-S,shopify,100,deny,manual,3500,TRUE,TRUE,,
the-show-off-unlined-plunge-bra,,,,,,,Size,M,THE-001-M,shopify,100,deny,manual,3500,TRUE,TRUE,,
the-show-off-unlined-plunge-bra,,,,,,,Size,L,THE-001-L,shopify,100,deny,manual,3500,TRUE,TRUE,,
the-show-off-unlined-plunge-bra,,,,,,,Size,XL,THE-001-XL,shopify,100,deny,manual,3500,TRUE,TRUE,,
the-show-off-unlined-plunge-bra,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Seductress/The%20Show%20Off%20Unlined%20Plunge%20Bra/hf_20260713_171111_b04cc175-c03f-4142-8bb9-30f67ac5e807.webp,1
the-show-off-unlined-plunge-bra,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Seductress/The%20Show%20Off%20Unlined%20Plunge%20Bra/hf_20260714_091429_ad38c6c4-c8dc-4781-be5c-48aaba5a79e9.webp,2
the-show-off-unlined-plunge-bra,,,,,,,,,,,,,,,,,https://justpynch.com/images/models/Models%20New/Seductress/The%20Show%20Off%20Unlined%20Plunge%20Bra/hf_20260714_091616_b15c2c8b-831b-44a7-b4a7-267210c62b3d.webp,3
2366,2366,A beautifully crafted piece for your everyday essential. Join the waitlist for exclusive access.,PYNCH,bras,"Mood:Aarambh,Material:Premium Lace & Organic Cotton",TRUE,Size,XS,236-001-XS,shopify,100,deny,manual,3500,TRUE,TRUE,,
2366,,,,,,,Size,S,236-001-S,shopify,100,deny,manual,3500,TRUE,TRUE,,
2366,,,,,,,Size,M,236-001-M,shopify,100,deny,manual,3500,TRUE,TRUE,,
2366,,,,,,,Size,L,236-001-L,shopify,100,deny,manual,3500,TRUE,TRUE,,
2366,,,,,,,Size,XL,236-001-XL,shopify,100,deny,manual,3500,TRUE,TRUE,,
2856,2856,A beautifully crafted piece for your everyday essential. Join the waitlist for exclusive access.,PYNCH,bras,"Mood:Aarambh,Material:Premium Lace & Organic Cotton",TRUE,Size,XS,285-001-XS,shopify,100,deny,manual,3500,TRUE,TRUE,,
2856,,,,,,,Size,S,285-001-S,shopify,100,deny,manual,3500,TRUE,TRUE,,
2856,,,,,,,Size,M,285-001-M,shopify,100,deny,manual,3500,TRUE,TRUE,,
2856,,,,,,,Size,L,285-001-L,shopify,100,deny,manual,3500,TRUE,TRUE,,
2856,,,,,,,Size,XL,285-001-XL,shopify,100,deny,manual,3500,TRUE,TRUE,,
2857,2857,A beautifully crafted piece for your everyday essential. Join the waitlist for exclusive access.,PYNCH,bras,"Mood:Aarambh,Material:Premium Lace & Organic Cotton",TRUE,Size,XS,285-001-XS,shopify,100,deny,manual,3500,TRUE,TRUE,,
2857,,,,,,,Size,S,285-001-S,shopify,100,deny,manual,3500,TRUE,TRUE,,
2857,,,,,,,Size,M,285-001-M,shopify,100,deny,manual,3500,TRUE,TRUE,,
2857,,,,,,,Size,L,285-001-L,shopify,100,deny,manual,3500,TRUE,TRUE,,
2857,,,,,,,Size,XL,285-001-XL,shopify,100,deny,manual,3500,TRUE,TRUE,,
